age,income,home_ownership_enc,emplyment_length,loan_intent_enc,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_enc,credit_history_length,loan_approval_status
23.0,25000,2,7,5,6000,13.48,0.24,0,4,0
23.0,25000,3,7,4,6000,5.42,0.24,0,4,0
23.0,25000,3,0,3,6000,7.9,0.24,0,3,0
21.0,36000,0,5,3,15000,7.88,0.4,0,2,0
21.0,36000,0,4,5,15000,7.49,0.42,0,4,0
26.0,24000,2,2,5,8400,8.0,0.35,0,2,0
22.0,28000,2,1,4,8000,9.99,0.28,0,4,0
23.0,26000,3,1,3,7100,10.99,0.27,0,2,0
24.0,24000,3,2,3,6000,12.53,0.25,0,4,0
24.0,24000,3,3,1,6000,11.49,0.25,0,4,0
24.0,24000,2,2,4,6000,11.86,0.25,0,4,0
24.0,24000,2,0,1,6000,12.86,0.25,1,4,0
24.0,24000,3,1,3,6000,13.49,0.25,0,2,0
24.0,24000,3,5,3,6000,11.83,0.25,0,4,0
23.0,24000,2,0,5,4800,12.53,0.2,1,2,0
23.0,24000,3,0,3,4800,12.17,0.2,1,2,0
22.0,24000,0,6,4,3600,7.14,0.15,0,2,0
21.0,24000,2,0,4,2400,11.71,0.1,0,3,0
21.0,24000,3,0,4,2400,7.51,0.1,0,2,0
27.0,18000,3,2,3,1500,12.61,0.08,1,8,0
22.0,28500,0,3,1,8500,12.53,0.3,0,4,0
29.0,18000,0,3,3,3250,12.84,0.17,1,7,0
23.0,24000,0,0,0,4750,10.33,0.2,0,4,0
23.0,26400,3,6,4,7500,12.69,0.28,0,4,0
22.0,27600,3,2,4,7500,11.49,0.27,0,4,0
22.0,27600,3,0,3,7500,6.54,0.27,0,2,0
22.0,27600,3,4,1,7500,13.49,0.27,0,2,0
26.0,23000,3,0,0,7000,8.9,0.3,0,2,0
23.0,26004,0,7,5,7000,5.42,0.27,0,4,0
26.0,20000,3,1,5,3100,11.71,0.15,0,4,0
22.0,24000,3,1,1,3500,10.99,0.15,0,3,0
33.0,15600,3,2,3,2800,7.4,0.18,0,5,0
21.0,31000,0,2,1,9600,9.99,0.32,0,3,0
26.0,19200,3,3,4,2000,10.59,0.1,0,3,0
21.0,27600,3,5,0,6000,15.27,0.22,0,3,0
28.0,25000,2,0,5,12000,11.99,0.48,0,5,0
25.0,28000,2,2,3,12000,7.51,0.43,0,3,0
26.0,25000,2,6,1,9500,10.62,0.4,0,3,0
22.0,30000,2,0,1,10000,9.32,0.33,0,3,0
22.0,30000,0,3,3,10000,7.29,0.33,0,4,0
23.0,28000,2,1,1,9200,7.68,0.32,0,4,0
29.0,20000,2,2,3,6000,7.49,0.3,0,7,0
29.0,20000,3,0,1,6000,11.71,0.3,0,10,0
29.0,20000,3,0,3,6000,12.87,0.3,0,8,0
25.0,24000,0,3,5,7000,9.32,0.29,0,4,0
25.0,24000,3,3,5,7000,8.49,0.29,0,3,0
25.0,24000,3,2,3,7000,11.71,0.29,0,3,0
24.0,25000,0,1,1,7000,8.49,0.28,0,4,0
24.0,25000,3,8,3,7000,10.99,0.28,0,4,0
24.0,25000,2,2,5,7000,13.11,0.28,0,3,0
24.0,25000,3,4,3,7000,13.79,0.28,0,3,0
28.0,20000,3,1,3,5000,7.74,0.25,0,8,0
28.0,20000,3,3,3,5000,12.42,0.25,0,6,0
28.0,20000,3,2,0,5000,13.48,0.25,1,7,0
27.0,20000,3,2,0,4000,11.46,0.2,0,7,0
27.0,20000,3,1,3,4000,8.49,0.2,0,10,0
23.0,24000,3,0,4,4600,11.11,0.19,0,3,0
25.0,19200,3,2,1,1000,7.49,0.05,0,2,0
23.0,22178,3,2,5,2500,11.99,0.11,0,3,0
23.0,27852,2,7,4,9000,7.51,0.33,0,4,0
22.0,26400,0,1,1,6000,15.62,0.23,0,3,0
22.0,26400,3,5,4,6000,7.9,0.23,0,2,0
21.0,29360,0,5,1,7775,12.69,0.28,0,2,0
23.0,24000,3,3,4,4500,8.9,0.19,0,2,0
23.0,24000,3,2,4,4500,11.49,0.19,0,4,0
21.0,24000,3,0,0,2100,7.88,0.09,0,3,0
26.0,18700,3,2,3,1200,5.42,0.07,0,4,0
22.0,26500,2,0,3,6000,13.23,0.23,0,2,0
22.0,26500,3,0,1,6000,10.0,0.23,0,3,0
23.0,25000,3,2,1,5600,10.99,0.22,0,4,0
22.0,25591,3,5,4,5000,10.65,0.2,0,4,0
24.0,24000,0,0,5,5600,10.99,0.23,0,4,0
21.0,24000,3,1,1,2000,9.99,0.08,0,2,0
21.0,24000,3,5,3,2000,9.91,0.08,0,2,0
21.0,24000,3,5,5,2000,13.48,0.08,0,3,0
25.0,25000,2,0,1,8000,10.99,0.32,0,3,0
25.0,23000,3,1,4,5500,13.98,0.24,1,2,0
23.0,25000,3,1,1,5500,7.74,0.22,0,3,0
21.0,25000,2,1,4,3000,10.99,0.12,0,3,0
21.0,25000,3,3,1,3000,6.76,0.12,0,2,0
21.0,25000,3,3,0,3000,11.49,0.12,0,2,0
22.0,26500,0,5,4,5875,7.51,0.22,0,4,0
22.0,27996,3,3,5,7500,15.96,0.27,1,2,0
22.0,28000,0,4,5,7500,7.51,0.27,0,2,0
22.0,28000,2,0,5,7500,6.92,0.28,0,3,0
22.0,28000,3,4,1,7500,11.86,0.27,0,3,0
26.0,21000,3,1,4,4000,11.86,0.19,0,3,0
23.0,22000,3,1,1,2000,13.16,0.09,0,2,0
22.0,32112,0,4,2,12000,13.98,0.37,1,3,0
23.0,24000,3,7,4,4275,11.86,0.17,0,4,0
23.0,28989,3,1,5,10000,7.49,0.34,0,3,0
21.0,24000,3,0,5,1875,10.65,0.08,0,4,0
23.0,25000,3,3,1,5400,12.84,0.22,1,2,0
21.0,27000,3,2,5,5000,12.69,0.19,0,2,0
23.0,26400,3,0,1,7000,6.91,0.27,0,2,0
21.0,27024,3,2,5,5000,8.9,0.18,0,2,0
20.0,38400,0,5,1,15000,8.9,0.4,0,2,0
22.0,24000,3,3,4,3000,12.53,0.13,1,3,0
22.0,24000,3,2,5,3000,11.49,0.13,0,3,0
22.0,24000,3,2,1,3000,7.9,0.13,0,4,0
22.0,24000,3,5,1,3000,10.74,0.13,0,4,0
23.0,23000,3,3,3,3000,10.37,0.13,0,2,0
22.0,24960,3,2,5,4000,13.61,0.16,0,2,0
21.0,30000,3,6,4,8000,9.76,0.27,0,3,0
21.0,30000,3,3,4,8000,12.53,0.27,0,3,0
21.0,30000,3,0,5,8000,12.53,0.27,0,2,0
21.0,30000,0,5,1,8000,5.42,0.27,0,3,0
21.0,30000,3,5,5,8000,10.38,0.27,0,2,0
21.0,30000,3,5,5,8000,8.49,0.27,0,4,0
21.0,30000,3,5,1,8000,10.75,0.27,0,2,0
24.0,25000,3,0,3,6500,11.36,0.26,0,2,0
24.0,25000,3,4,1,6500,10.99,0.26,0,3,0
22.0,25000,3,1,1,4000,6.76,0.16,0,2,0
22.0,25000,3,6,5,4000,12.21,0.16,0,3,0
22.0,25000,3,4,4,4000,16.32,0.16,0,3,0
22.0,25000,2,3,1,4000,7.75,0.16,0,4,0
23.0,27000,2,4,1,7500,7.88,0.27,0,3,0
24.0,24000,3,0,5,5250,11.49,0.22,0,2,0
21.0,27200,3,0,0,5000,13.49,0.18,1,3,0
22.0,27800,2,0,5,7000,10.99,0.25,0,2,0
22.0,36000,2,1,5,16000,5.42,0.44,0,2,0
28.0,24000,3,0,1,10000,13.49,0.42,1,6,0
28.0,24000,0,12,1,10000,7.51,0.42,0,7,0
28.0,24000,2,7,1,10000,12.69,0.41,0,8,0
21.0,32000,3,1,3,10000,12.53,0.31,0,2,0
22.0,26000,3,0,1,5000,7.9,0.19,0,2,0
23.0,24000,3,0,5,4000,6.62,0.17,0,4,0
23.0,24000,3,5,0,4000,12.23,0.17,1,3,0
23.0,24000,3,1,4,4000,7.75,0.17,0,3,0
23.0,24000,3,2,0,4000,7.9,0.17,0,2,0
23.0,24000,2,1,3,4000,15.27,0.17,0,3,0
23.0,24000,3,0,1,4000,13.99,0.17,1,2,0
23.0,24000,3,2,5,4000,11.58,0.17,0,2,0
23.0,24000,3,2,0,4000,7.88,0.17,0,3,0
23.0,24000,3,0,1,4000,10.0,0.17,0,4,0
24.0,24000,3,8,0,5175,13.49,0.22,0,2,0
21.0,24432,3,0,1,2000,7.88,0.08,0,4,0
23.0,25800,0,2,0,6000,7.49,0.23,0,2,0
23.0,25800,3,6,1,6000,7.88,0.23,0,3,0
24.0,26400,0,8,2,8000,9.76,0.3,0,3,0
22.0,28800,3,6,4,8000,8.9,0.28,0,3,0
22.0,28800,3,2,1,8000,11.99,0.28,0,2,0
22.0,28800,3,5,3,8000,12.42,0.29,0,4,0
22.0,28800,3,0,1,8000,8.9,0.28,0,3,0
23.0,27996,3,4,5,8500,11.58,0.3,0,4,0
26.0,24000,0,3,1,7500,5.79,0.32,0,2,0
25.0,23760,3,0,5,6000,11.86,0.26,0,2,0
22.0,27000,3,4,4,6000,7.9,0.22,0,3,0
22.0,27000,2,4,3,6000,10.0,0.22,0,2,0
22.0,27000,3,6,3,6000,9.88,0.22,0,2,0
22.0,27000,2,6,5,6000,12.87,0.22,0,3,0
21.0,24000,3,5,5,1500,7.29,0.06,0,3,0
21.0,24000,3,5,3,1500,13.92,0.06,1,4,0
21.0,24000,3,2,4,1500,6.91,0.06,0,2,0
21.0,24000,3,2,3,1500,11.49,0.06,0,4,0
21.0,24000,3,1,0,1500,13.43,0.06,0,3,0
21.0,24000,0,2,1,1500,16.29,0.06,0,4,0
22.0,25200,3,3,1,4000,14.26,0.16,0,3,0
22.0,25200,3,0,1,4000,7.88,0.16,0,2,0
22.0,25200,3,2,3,4000,14.26,0.16,1,3,0
22.0,25200,3,0,0,4000,13.11,0.16,1,3,0
24.0,25200,3,0,4,6500,9.76,0.26,0,3,0
22.0,27036,3,3,0,6000,13.22,0.22,0,3,0
25.0,24996,0,5,3,7500,7.88,0.3,0,4,0
25.0,27000,0,9,1,10000,11.26,0.37,0,2,0
23.0,24996,3,2,0,5000,6.03,0.2,0,3,0
23.0,25000,3,2,1,5000,9.62,0.2,0,4,0
23.0,25000,3,2,1,5000,7.9,0.2,0,3,0
23.0,25000,3,1,1,5000,9.45,0.2,0,4,0
23.0,25000,3,0,3,5000,6.92,0.2,0,3,0
23.0,25000,3,1,0,5000,11.71,0.2,0,4,0
23.0,25000,3,1,5,5000,6.91,0.2,0,3,0
21.0,31200,3,5,3,9000,11.86,0.29,0,4,0
21.0,25000,2,5,4,2500,6.76,0.1,0,3,0
21.0,25000,3,2,0,2500,7.88,0.1,0,4,0
26.0,26000,2,2,2,10000,9.99,0.38,0,2,0
23.0,28000,0,2,0,8400,7.51,0.3,0,2,0
22.0,28000,3,0,4,7000,13.22,0.25,1,2,0
22.0,28000,0,5,4,7000,15.65,0.24,1,3,0
22.0,28000,3,6,0,7000,12.84,0.25,0,3,0
24.0,24000,3,3,1,5000,11.49,0.21,0,2,0
24.0,24000,2,9,3,5000,7.29,0.21,0,4,0
24.0,24000,3,4,3,5000,10.74,0.21,0,3,0
24.0,24000,3,1,3,5000,7.9,0.21,0,2,0
24.0,24000,2,0,3,5000,7.49,0.21,0,4,0
24.0,24000,3,0,1,5000,13.72,0.21,1,3,0
24.0,24000,3,1,3,5000,10.99,0.21,0,2,0
24.0,24000,3,0,3,5000,10.75,0.21,0,4,0
24.0,24000,3,0,3,5000,10.99,0.21,0,2,0
24.0,24000,3,0,5,5000,10.99,0.21,0,3,0
24.0,24000,3,2,4,5000,11.14,0.21,0,3,0
24.0,24000,3,1,1,5000,13.61,0.21,0,2,0
24.0,24000,3,0,1,5000,10.74,0.23,0,2,0
24.0,24000,3,0,1,5000,11.14,0.21,0,4,0
27.0,20000,2,1,5,3200,12.21,0.15,0,8,0
22.0,28000,3,0,4,6975,10.59,0.25,0,4,0
21.0,37000,2,1,1,15000,9.63,0.4,0,2,0
22.0,26000,0,1,0,4750,10.99,0.18,0,3,0
27.0,21600,3,11,0,5300,15.23,0.24,1,5,0
27.0,21600,2,0,5,5300,7.49,0.25,0,7,0
23.0,26400,0,7,5,6500,13.23,0.25,1,3,0
23.0,36000,2,7,4,17500,15.21,0.48,1,2,0
22.0,34000,0,5,1,13500,10.62,0.4,0,4,0
21.0,27996,3,5,3,5500,6.92,0.2,0,4,0
21.0,27996,3,5,1,5500,8.0,0.21,0,2,0
24.0,25000,2,1,5,6100,12.84,0.24,0,4,0
21.0,26400,2,4,5,3825,13.72,0.15,1,4,0
22.0,25000,3,4,4,3600,6.99,0.14,0,2,0
22.0,25000,2,0,5,3600,14.27,0.14,1,4,0
22.0,24000,3,1,1,2500,14.35,0.1,1,2,0
22.0,24000,3,6,0,2500,14.27,0.1,0,4,0
21.0,23712,0,5,3,1000,11.49,0.04,0,2,0
21.0,25200,3,0,1,2550,6.76,0.1,0,3,0
27.0,19200,3,2,3,2000,10.59,0.1,0,10,0
24.0,24000,3,0,3,4850,8.9,0.2,0,4,0
23.0,25000,2,7,5,4800,7.14,0.19,0,2,0
22.0,24000,3,0,0,2450,9.76,0.1,0,4,0
26.0,19200,3,1,4,1000,8.59,0.05,0,4,0
23.0,25200,3,5,4,5000,10.37,0.2,0,2,0
24.0,30000,2,2,3,12000,10.38,0.4,0,2,0
24.0,30000,0,0,2,12000,13.99,0.4,0,4,0
26.0,25000,3,8,0,8500,13.11,0.34,0,4,0
24.0,24996,3,2,3,6000,11.89,0.24,0,4,0
30.0,20000,3,1,0,6000,7.29,0.3,0,6,0
22.0,30000,3,1,0,9000,15.96,0.3,0,3,0
22.0,30000,3,0,3,9000,11.97,0.3,1,2,0
22.0,30000,3,6,0,9000,7.51,0.3,0,2,0
24.0,25000,0,4,0,6000,8.94,0.24,0,2,0
25.0,24000,3,3,1,6000,13.8,0.25,0,4,0
25.0,24000,3,2,1,6000,9.91,0.25,0,2,0
25.0,24000,2,3,4,6000,6.17,0.25,0,2,0
25.0,24000,3,2,5,6000,7.49,0.25,0,3,0
25.0,24000,3,0,1,6000,13.85,0.25,0,2,0
25.0,24000,2,3,3,6000,12.99,0.25,0,4,0
25.0,24000,2,9,1,6000,11.48,0.25,0,3,0
21.0,30000,0,5,0,7500,10.39,0.25,0,2,0
21.0,30000,3,0,5,7500,6.62,0.25,0,2,0
21.0,30000,3,3,1,7500,9.25,0.25,0,3,0
21.0,30000,3,5,1,7500,5.79,0.25,0,2,0
21.0,30000,3,6,0,7500,10.99,0.25,0,3,0
21.0,30000,3,0,1,7500,11.97,0.25,0,3,0
28.0,20000,3,2,4,4000,12.68,0.2,0,8,0
22.0,24996,2,2,5,3500,12.98,0.14,0,3,0
22.0,24996,3,1,3,3500,13.48,0.15,1,2,0
21.0,30004,2,1,4,7500,12.99,0.25,0,3,0
22.0,25000,3,3,3,3500,14.22,0.14,0,2,0
22.0,24000,2,0,4,2400,7.49,0.1,0,4,0
22.0,24000,2,0,1,2400,11.48,0.1,0,4,0
21.0,24000,3,4,1,1200,13.17,0.05,0,3,0
22.0,26400,2,6,3,5000,13.47,0.19,0,2,0
22.0,26400,2,7,5,5000,12.73,0.19,0,3,0
22.0,26400,3,0,3,5000,7.9,0.19,0,4,0
25.0,25000,3,0,0,7200,8.9,0.29,0,3,0
30.0,17000,3,0,1,1450,12.87,0.09,0,8,0
22.0,35000,0,3,5,14400,7.88,0.4,0,4,0
22.0,27000,3,1,3,5600,7.74,0.21,0,2,0
22.0,26000,0,6,1,4500,7.51,0.17,0,3,0
23.0,24000,3,0,4,3500,10.37,0.15,0,3,0
22.0,30000,0,6,1,8875,11.99,0.3,0,3,0
24.0,25800,3,0,3,6800,6.99,0.26,0,2,0
23.0,28000,3,0,5,8000,12.69,0.28,0,3,0
24.0,26000,3,3,3,7000,12.42,0.27,0,2,0
22.0,27000,3,0,1,5500,13.35,0.2,1,4,0
21.0,24000,3,3,4,1000,7.29,0.04,0,4,0
21.0,24000,0,5,1,1000,9.91,0.04,0,2,0
21.0,24000,3,5,1,1000,11.49,0.04,0,2,0
21.0,26400,3,3,5,3500,7.9,0.13,0,4,0
21.0,26400,3,0,4,3500,6.17,0.13,0,3,0
21.0,26400,3,0,0,3500,15.23,0.12,0,2,0
23.0,27600,3,6,4,7500,8.59,0.27,0,3,0
23.0,27600,3,2,3,7500,10.99,0.27,0,4,0
21.0,28800,0,5,1,6000,7.29,0.21,0,4,0
21.0,28800,3,5,1,6000,7.51,0.21,0,3,0
25.0,24996,3,1,0,7000,12.53,0.28,0,2,0
25.0,24996,3,4,3,7000,13.16,0.28,0,3,0
22.0,26400,3,0,5,4800,12.23,0.18,1,4,0
25.0,25000,3,1,3,7000,7.51,0.28,0,3,0
25.0,25000,3,0,2,7000,7.74,0.28,0,4,0
21.0,24996,3,2,0,2000,7.29,0.08,0,3,0
21.0,24996,3,4,0,2000,11.49,0.08,0,3,0
70.0,21600,3,0,3,6000,6.99,0.28,0,24,0
24.0,26650,0,6,1,7700,9.32,0.29,0,2,0
22.0,33000,0,2,5,12000,12.69,0.36,0,3,0
22.0,33000,0,3,1,12000,12.69,0.35,0,2,0
21.0,30000,3,3,0,7200,5.79,0.24,0,4,0
21.0,30000,0,5,4,7200,9.88,0.24,0,2,0
21.0,30000,3,1,4,7200,11.71,0.23,0,4,0
21.0,30000,3,6,1,7200,12.84,0.24,1,4,0
24.0,35000,3,8,5,17650,10.65,0.49,0,4,0
22.0,30000,2,1,5,8650,12.73,0.28,0,4,0
21.0,27000,0,5,4,4000,5.79,0.15,0,3,0
23.0,25700,3,4,1,5200,13.49,0.19,0,4,0
23.0,26400,3,7,5,6000,7.88,0.23,0,3,0
22.0,27600,2,1,1,6000,7.74,0.22,0,3,0
22.0,27600,3,2,5,6000,14.72,0.22,1,2,0
22.0,24432,2,0,1,2500,11.86,0.1,0,3,0
25.0,24000,2,3,3,5600,6.54,0.23,0,2,0
22.0,27180,3,0,0,5500,5.99,0.2,0,4,0
22.0,28000,3,3,1,6400,15.99,0.22,0,2,0
24.0,25000,2,0,5,5600,13.11,0.22,1,4,0
24.0,25000,0,9,0,5600,10.99,0.22,0,4,0
21.0,28000,3,5,4,5000,5.42,0.18,0,4,0
22.0,24000,0,3,1,2000,5.42,0.08,0,3,0
22.0,24000,3,1,3,2000,9.25,0.08,0,2,0
22.0,24000,3,1,5,2000,10.99,0.08,0,3,0
22.0,24000,2,1,5,2000,7.29,0.08,0,4,0
23.0,25596,3,15,1,5000,7.9,0.2,0,4,0
23.0,24290,3,0,5,3500,5.99,0.15,0,2,0
29.0,21000,3,0,3,6000,13.72,0.29,1,5,0
21.0,29000,3,2,5,6000,7.51,0.2,0,3,0
22.0,28800,3,3,3,7225,6.62,0.25,0,2,0
21.0,29004,3,5,0,6000,11.26,0.21,0,2,0
24.0,30000,0,5,1,11525,6.99,0.38,0,3,0
26.0,24996,2,3,4,8000,11.58,0.32,0,4,0
24.0,30000,2,0,2,11500,11.48,0.38,0,2,0
25.0,27600,2,2,5,10000,6.54,0.36,0,4,0
23.0,30000,2,2,1,10000,9.91,0.33,0,4,0
23.0,30000,0,4,3,10000,14.22,0.33,1,2,0
23.0,30000,0,7,0,10000,11.71,0.33,0,3,0
23.0,30000,0,3,1,10000,7.88,0.33,0,2,0
23.0,30000,2,0,3,10000,5.42,0.33,0,4,0
23.0,30000,0,2,4,10000,8.59,0.33,0,3,0
26.0,25000,2,10,2,8000,16.29,0.32,1,4,0
21.0,30000,3,0,0,7000,13.98,0.23,1,2,0
21.0,30000,3,0,4,7000,9.63,0.23,0,3,0
21.0,30000,3,3,3,7000,13.98,0.23,0,2,0
21.0,30000,3,3,4,7000,15.27,0.22,0,4,0
22.0,25000,3,6,4,3000,11.71,0.12,0,4,0
22.0,25000,3,0,1,3000,12.53,0.12,0,3,0
22.0,25000,3,4,3,3000,12.68,0.12,1,2,0
22.0,25000,0,1,5,3000,10.99,0.12,0,3,0
22.0,25000,3,0,0,3000,11.86,0.12,0,3,0
22.0,25000,3,0,1,3000,9.91,0.12,0,2,0
22.0,25000,3,3,5,3000,11.11,0.12,0,2,0
22.0,25000,2,4,1,3000,7.51,0.12,0,2,0
22.0,25000,3,2,1,3000,7.29,0.12,0,2,0
29.0,18000,3,2,5,1600,13.49,0.08,1,6,0
22.0,27996,3,3,1,6250,12.53,0.23,0,2,0
27.0,23000,3,3,5,6500,13.98,0.28,0,9,0
24.0,26400,3,0,4,7125,5.79,0.27,0,4,0
24.0,28800,0,0,0,10000,6.54,0.35,0,3,0
22.0,36000,3,3,0,15000,6.54,0.42,0,4,0
24.0,27000,3,9,0,7800,10.99,0.3,0,3,0
21.0,32000,3,5,4,9000,7.49,0.28,0,2,0
22.0,30000,3,0,1,8400,11.86,0.27,0,4,0
22.0,26000,3,3,5,4000,14.26,0.15,0,4,0
22.0,26000,3,0,0,4000,11.49,0.15,0,3,0
23.0,24000,2,0,5,3000,7.49,0.13,0,4,0
23.0,24000,3,0,3,3000,8.49,0.13,0,2,0
27.0,20000,3,1,2,2400,7.49,0.12,0,10,0
22.0,26004,3,4,0,4000,13.99,0.15,1,3,0
21.0,33009,2,5,5,10000,11.48,0.3,0,3,0
24.0,26400,3,3,5,7000,7.4,0.27,0,4,0
23.0,28000,0,8,1,7500,7.74,0.27,0,4,0
22.0,27000,2,2,5,5000,8.94,0.18,0,4,0
22.0,27000,3,3,1,5000,7.51,0.19,0,3,0
22.0,27000,3,2,1,5000,7.9,0.18,0,2,0
22.0,27000,0,2,4,5000,12.73,0.19,0,4,0
22.0,27000,3,6,5,5000,11.71,0.19,0,3,0
22.0,27000,2,6,5,5000,7.49,0.18,0,4,0
22.0,25000,3,5,4,2800,6.99,0.11,0,2,0
22.0,29736,3,4,1,8000,10.99,0.26,0,4,0
22.0,25200,3,4,1,3000,13.72,0.12,0,2,0
22.0,25200,3,1,1,3000,7.9,0.12,0,4,0
21.0,35000,0,5,5,12000,7.9,0.34,0,2,0
21.0,35000,2,2,4,12000,15.27,0.34,1,3,0
23.0,25000,2,5,5,4000,9.91,0.16,0,4,0
23.0,25000,3,1,4,4000,8.7,0.16,0,2,0
23.0,25000,3,0,0,4000,7.9,0.16,0,4,0
21.0,25000,3,5,4,1500,5.99,0.06,0,3,0
26.0,24000,3,0,3,6400,13.85,0.27,0,3,0
22.0,28000,0,0,5,6000,10.99,0.21,0,2,0
24.0,25000,3,0,0,5200,9.45,0.22,0,2,0
21.0,29004,3,5,3,5600,13.49,0.19,0,2,0
24.0,27000,2,1,2,7500,16.29,0.28,1,2,0
21.0,27040,3,0,5,3500,9.62,0.13,0,2,0
22.0,29000,3,6,1,7000,7.9,0.24,0,3,0
23.0,26000,2,1,3,5000,10.99,0.19,0,4,0
21.0,28000,0,5,5,4500,7.88,0.16,0,2,0
21.0,26000,3,0,0,2400,11.71,0.09,0,2,0
22.0,24000,3,1,0,1500,6.91,0.06,0,4,0
21.0,28800,3,3,1,5325,14.27,0.19,1,2,0
23.0,25596,3,5,4,4500,13.16,0.18,0,3,0
24.0,28800,0,2,1,9600,5.42,0.33,0,2,0
22.0,24000,0,2,0,1450,13.22,0.06,1,2,0
23.0,26400,0,7,1,5400,16.29,0.2,1,3,0
22.0,24960,3,2,1,2500,7.51,0.1,0,3,0
21.0,27600,3,1,0,4000,5.99,0.14,0,2,0
25.0,32000,0,7,4,15000,12.42,0.47,0,2,0
25.0,28000,2,1,5,10000,7.49,0.36,0,4,0
31.0,20000,3,4,1,6000,10.59,0.3,0,9,0
24.0,24996,2,0,1,5000,12.69,0.2,0,2,0
24.0,24996,3,2,3,5000,10.75,0.2,0,2,0
30.0,20000,3,8,3,5000,11.71,0.25,0,5,0
22.0,30000,3,0,3,8000,6.54,0.27,0,4,0
22.0,30000,3,0,0,8000,12.69,0.27,0,4,0
22.0,30000,0,1,4,8000,12.21,0.27,0,2,0
22.0,30000,3,2,3,8000,7.9,0.27,0,3,0
22.0,30000,3,2,1,8000,7.88,0.27,0,3,0
22.0,30000,2,4,3,8000,13.98,0.27,0,3,0
22.0,30000,3,3,1,8000,10.59,0.27,0,3,0
22.0,30000,3,6,1,8000,12.99,0.27,1,4,0
22.0,30000,3,0,1,8000,11.71,0.27,0,3,0
22.0,30000,3,2,1,8000,7.51,0.27,0,4,0
22.0,30000,3,6,5,8000,6.99,0.27,0,4,0
22.0,30000,3,4,1,8000,12.21,0.27,0,4,0
22.0,30000,3,6,1,8000,7.74,0.27,0,2,0
22.0,30000,3,6,1,8000,10.74,0.27,0,3,0
22.0,30000,3,3,1,8000,6.92,0.27,0,3,0
22.0,30000,3,3,0,8000,13.61,0.27,0,2,0
22.0,30000,0,7,1,8000,12.98,0.27,0,2,0
22.0,30000,3,3,1,8000,10.99,0.27,0,2,0
22.0,30000,3,0,4,8000,10.65,0.27,0,2,0
22.0,30000,3,6,3,8000,5.79,0.27,0,4,0
22.0,30000,3,2,0,8000,14.72,0.27,0,2,0
25.0,24000,3,4,4,5000,12.99,0.21,0,2,0
25.0,24000,3,2,5,5000,10.37,0.21,0,4,0
25.0,24000,3,4,1,5000,15.96,0.21,0,4,0
25.0,24000,3,2,3,5000,12.99,0.21,0,3,0
25.0,24000,3,0,3,5000,8.94,0.21,0,2,0
25.0,24000,3,0,3,5000,7.49,0.21,0,2,0
25.0,24000,3,0,3,5000,10.62,0.21,0,3,0
25.0,24000,2,2,1,5000,15.65,0.21,1,3,0
25.0,24000,3,4,3,5000,11.58,0.21,0,2,0
25.0,24000,3,2,0,5000,7.4,0.21,0,3,0
29.0,20000,3,1,1,4000,5.79,0.2,0,10,0
24.0,25000,3,0,3,5000,10.99,0.2,0,2,0
24.0,25000,3,8,0,5000,6.91,0.2,0,4,0
24.0,25000,3,0,5,5000,8.94,0.21,0,2,0
24.0,25000,3,4,3,5000,7.49,0.2,0,2,0
24.0,25000,3,3,3,5000,7.14,0.2,0,2,0
24.0,25000,3,8,3,5000,12.42,0.2,0,2,0
24.0,25000,3,0,3,5000,8.94,0.2,0,4,0
24.0,25000,3,0,3,5000,10.62,0.2,0,2,0
24.0,25000,3,0,4,5000,7.51,0.2,0,3,0
24.0,25000,3,3,5,5000,11.49,0.2,0,2,0
24.0,25000,3,1,3,5000,11.36,0.2,0,4,0
27.0,20000,3,0,3,2000,7.4,0.1,0,5,0
22.0,25000,3,3,3,2500,9.62,0.1,0,2,0
31.0,19200,2,0,3,4750,10.62,0.25,0,5,0
23.0,27000,3,2,4,6000,10.75,0.22,0,3,0
23.0,27000,3,7,3,6000,10.65,0.22,0,3,0
23.0,27000,3,0,1,6000,9.88,0.22,0,2,0
23.0,27000,3,2,5,6000,10.0,0.22,0,4,0
23.0,27000,3,2,3,6000,11.49,0.22,0,2,0
22.0,24000,3,0,0,1350,9.99,0.06,0,3,0
28.0,24000,0,2,3,8500,6.54,0.35,0,7,0
22.0,24449,3,2,5,1800,11.89,0.07,0,4,0
22.0,24449,2,2,5,1800,11.89,0.07,0,10,0
22.0,25000,3,1,1,2400,7.9,0.1,0,3,0
22.0,25000,3,0,1,2400,10.36,0.1,0,2,0
22.0,25000,3,0,3,2400,12.53,0.1,0,3,0
23.0,24000,3,0,1,2500,12.99,0.1,0,4,0
23.0,28800,3,6,1,8000,7.49,0.28,0,4,0
23.0,28800,3,0,3,8000,7.51,0.28,0,3,0
23.0,28800,3,7,1,8000,11.36,0.28,0,2,0
23.0,28800,2,0,4,8000,16.0,0.28,1,4,0
37.0,14400,3,2,3,1500,6.91,0.1,0,17,0
21.0,43008,2,0,5,20000,6.62,0.45,0,3,0
23.0,25000,3,0,1,3600,7.49,0.14,0,4,0
26.0,28800,2,0,5,12250,7.51,0.43,0,4,0
22.0,24702,3,2,1,2000,13.23,0.08,1,3,0
25.0,26400,0,1,3,7800,10.99,0.3,0,3,0
22.0,27996,3,4,3,5600,9.63,0.2,0,2,0
